student_id,roll_no,department,semester,attendance_percentage,current_cgpa,previous_cgpa,cgpa_trend,backlogs,internal_marks,assignment_score,credits_completed,event_participation,internship_status,skill_score,placement_status,at_risk,risk_probability_ground_truth
STU-3626,24EC126,ECE,4,86.6,8.65,8.51,stable,0,82.3,90.5,82,80.8,,86.8,Not Eligible,0,0.152
STU-5737,24EE437,EEE,3,71.0,7.0,6.46,improving,1,66.9,64.7,55,65.7,,79.8,Not Eligible,0,0.239
STU-2355,23IT655,IT,5,87.4,8.71,9.01,declining,0,90.7,81.3,103,63.5,Completed,86.8,Eligible,0,0.118
STU-1337,25CS537,CSE,2,87.8,8.18,7.82,improving,0,78.4,86.8,42,58.4,,67.1,Not Eligible,0,0.072
STU-2398,25IT698,IT,1,74.6,9.8,9.79,stable,0,99.0,70.7,22,43.9,,89.0,Not Eligible,0,0.043
STU-6284,25EE984,EEE,2,82.5,6.35,6.7,declining,0,61.0,80.1,43,26.3,,62.0,Not Eligible,0,0.208
STU-4582,25EC182,ECE,1,82.3,7.31,7.26,stable,0,80.9,90.0,18,64.1,,79.6,Not Eligible,0,0.086
STU-4902,22EC502,ECE,8,57.9,8.45,8.24,improving,0,85.7,56.3,166,27.2,,91.2,Placed,1,0.79
STU-7808,24CI708,Civil,3,72.9,7.01,7.43,declining,1,63.3,76.5,59,57.4,,73.0,Not Eligible,1,0.575
STU-1552,23CS752,CSE,5,66.5,8.83,8.62,improving,0,93.2,72.4,107,48.5,Completed,74.9,Eligible,0,0.222
STU-0019,24CS119,CSE,4,74.2,9.49,9.27,improving,0,92.2,69.6,86,50.5,,81.9,Not Eligible,0,0.061
STU-7638,24CI538,Civil,4,72.9,6.72,7.05,declining,0,60.4,83.7,86,42.6,,61.3,Not Eligible,0,0.217
STU-1031,25CS231,CSE,1,85.3,8.52,8.68,declining,0,80.3,84.9,21,66.1,,98.0,Not Eligible,0,0.089
STU-5776,23EE476,EEE,6,79.9,8.25,8.25,stable,0,93.2,88.4,127,67.6,Completed,85.7,Eligible,0,0.056
STU-4781,22EC381,ECE,8,94.9,6.88,6.65,improving,0,74.3,88.2,166,98.0,,46.0,In Process,0,0.073
STU-2009,25CS309,CSE,1,94.3,9.13,8.95,improving,0,99.0,89.1,21,43.7,,66.7,Not Eligible,0,0.12
STU-0155,22CS255,CSE,8,88.8,7.71,7.41,improving,0,77.2,94.0,170,70.5,Ongoing,46.4,Placed,0,0.066
STU-2763,25IT163,IT,2,92.8,5.31,5.18,stable,0,45.0,96.4,40,65.1,,52.1,Not Eligible,0,0.475
STU-6596,22ME396,Mechanical,7,65.0,7.63,7.46,improving,0,76.7,58.0,145,52.2,,59.6,In Process,0,0.305
STU-0557,25CS657,CSE,2,82.6,8.87,8.49,improving,0,92.9,84.6,42,69.0,,60.8,Not Eligible,0,0.161
STU-6353,23ME153,Mechanical,6,72.9,7.53,7.23,improving,0,75.2,74.4,124,80.3,,63.3,Eligible,0,0.096
STU-5837,25EE537,EEE,2,96.6,7.74,7.99,declining,0,87.9,90.2,42,57.5,,77.1,Not Eligible,0,0.157
STU-6461,25ME261,Mechanical,1,78.8,7.97,8.37,declining,0,82.7,81.2,18,63.1,Ongoing,83.6,Not Eligible,0,0.153
STU-0990,22CS190,CSE,7,82.1,7.45,7.88,declining,0,77.2,70.4,145,57.1,,93.6,Not Eligible,0,0.153
STU-7111,24ME911,Mechanical,4,76.6,8.58,9.46,declining,0,91.0,82.3,86,35.2,,73.7,Not Eligible,0,0.19
STU-6009,25EE709,EEE,1,82.6,6.76,6.53,improving,0,78.9,81.9,21,50.2,,77.8,Not Eligible,0,0.092
STU-4313,23EC813,ECE,6,68.9,8.54,9.11,declining,0,90.6,73.4,124,61.6,Completed,69.9,Eligible,0,0.318
STU-0238,25CS338,CSE,1,61.3,8.03,8.45,declining,0,85.9,61.4,22,53.7,Ongoing,92.0,Not Eligible,1,0.661
STU-3115,22IT515,IT,8,83.2,8.31,8.78,declining,0,92.6,83.8,169,27.9,Completed,84.6,Placed,0,0.186
STU-5498,23EE198,EEE,6,91.9,6.54,6.9,declining,0,57.2,81.4,122,44.2,Completed,62.7,Eligible,0,0.146
STU-5147,25EC747,ECE,1,87.2,7.9,7.96,stable,0,66.7,87.5,18,37.6,Ongoing,79.4,Not Eligible,0,0.042
STU-8379,24CI379,Civil,3,74.8,7.66,7.1,improving,0,66.3,72.1,61,53.5,,52.9,Not Eligible,0,0.138
STU-5493,25EE193,EEE,2,85.9,8.14,8.81,declining,0,80.5,84.5,38,94.6,,50.1,Not Eligible,0,0.181
STU-3462,25IT862,IT,1,82.3,8.24,7.89,improving,0,81.9,86.0,19,54.6,,66.7,Not Eligible,0,0.13
STU-7241,25ME141,Mechanical,1,73.6,6.71,6.62,stable,0,59.9,82.6,18,19.9,,56.2,Not Eligible,0,0.17
STU-7588,23CI488,Civil,5,89.7,7.42,7.33,stable,0,71.7,87.5,107,59.6,,61.7,Eligible,0,0.071
STU-4467,25EC967,ECE,1,89.0,7.38,7.2,improving,0,62.0,87.5,23,45.9,,56.0,Not Eligible,0,0.088
STU-5402,22EE102,EEE,7,78.4,7.14,6.45,improving,0,71.5,84.6,149,56.7,,54.1,In Process,0,0.091
STU-3895,23EC395,ECE,6,86.7,7.07,6.75,improving,1,73.1,85.0,120,41.1,Ongoing,69.8,In Process,0,0.27
STU-2639,24IT939,IT,4,75.5,9.43,9.39,stable,0,94.2,74.8,80,54.6,,71.1,Not Eligible,0,0.162
STU-6949,25ME749,Mechanical,2,71.2,8.17,8.03,stable,0,81.9,76.2,42,67.3,,58.6,Not Eligible,0,0.081
STU-1518,22CS718,CSE,8,86.1,8.78,8.38,improving,0,84.6,76.9,169,80.4,,87.9,Placed,0,0.085
STU-8267,23CI267,Civil,6,78.3,7.4,7.63,declining,2,75.7,75.9,119,79.4,Ongoing,76.6,In Process,1,0.552
STU-8154,25CI154,Civil,2,80.5,5.92,5.47,improving,0,56.3,83.9,44,89.1,,57.2,Not Eligible,0,0.237
STU-5714,25EE414,EEE,1,80.1,7.64,7.76,stable,0,81.9,89.5,19,27.8,,64.9,Not Eligible,0,0.1
STU-2520,25IT820,IT,2,87.3,8.32,8.66,declining,0,79.6,79.9,42,59.1,,62.3,Not Eligible,0,0.123
STU-0042,24CS142,CSE,4,87.7,7.54,7.29,improving,0,69.5,88.1,80,58.3,,69.2,Not Eligible,0,0.101
STU-6146,22EE846,EEE,8,74.4,6.33,6.72,declining,1,60.1,66.5,162,57.5,,58.0,Placed,0,0.394
STU-4326,23EC826,ECE,6,66.2,5.57,5.83,declining,0,56.8,68.2,126,64.2,Completed,45.7,In Process,1,0.52
STU-6912,22ME712,Mechanical,8,75.0,8.49,8.29,improving,0,80.7,81.3,168,75.1,Ongoing,84.4,Placed,0,0.098
STU-4156,25EC656,ECE,2,77.0,7.55,7.44,stable,0,80.5,77.0,44,61.3,,71.5,Not Eligible,0,0.047
STU-1938,22CS238,CSE,7,83.0,6.86,7.14,declining,0,58.0,77.7,147,36.6,,77.8,In Process,0,0.221
STU-5227,23EE827,EEE,5,92.9,7.04,6.91,stable,0,73.6,98.4,107,66.3,Ongoing,61.0,Eligible,0,0.076
STU-0769,24CS869,CSE,3,91.1,6.82,6.87,stable,0,73.0,79.6,65,71.7,Ongoing,50.4,Not Eligible,0,0.202
STU-5351,24EE951,EEE,4,69.2,6.9,7.52,declining,0,59.5,61.5,86,57.8,,98.0,Not Eligible,0,0.35
STU-6826,22ME626,Mechanical,8,83.5,7.65,7.31,improving,0,77.0,87.5,170,67.2,Completed,68.6,Not Eligible,0,0.052
STU-1653,24CS853,CSE,3,87.2,9.62,9.44,improving,0,98.7,85.0,61,70.6,Ongoing,98.0,Not Eligible,0,0.082
STU-2636,22IT936,IT,7,75.5,7.07,6.67,improving,0,67.2,71.1,149,39.0,,62.0,Placed,0,0.086
STU-6317,23EE117,EEE,6,83.3,6.73,6.45,improving,0,69.1,75.2,124,20.2,Ongoing,73.3,Eligible,0,0.128
STU-1838,24CS138,CSE,3,87.0,7.66,7.47,improving,0,80.8,93.4,61,52.7,Ongoing,95.7,Not Eligible,0,0.068
STU-6734,23ME534,Mechanical,6,88.8,8.18,8.38,declining,0,91.7,86.9,128,60.9,,77.5,Eligible,0,0.065
STU-6962,24ME762,Mechanical,3,77.8,7.24,7.04,improving,0,74.4,72.8,63,65.7,,73.9,Not Eligible,0,0.123
STU-6996,23ME796,Mechanical,5,81.2,6.17,6.52,declining,0,51.9,80.1,107,47.8,Completed,63.5,In Process,0,0.211
STU-0047,24CS147,CSE,3,92.6,8.66,7.92,improving,0,78.5,81.5,64,64.7,,96.9,Not Eligible,0,0.081
STU-0704,25CS804,CSE,2,74.8,8.47,8.44,stable,0,88.3,80.9,42,71.8,Ongoing,91.1,Not Eligible,0,0.078
STU-6889,22ME689,Mechanical,8,89.9,8.45,8.57,stable,0,83.8,86.2,166,51.0,Completed,86.4,In Process,0,0.09
STU-6390,23ME190,Mechanical,6,79.5,6.61,7.09,declining,0,71.0,68.1,126,60.6,Completed,48.7,Eligible,0,0.313
STU-8106,24CI106,Civil,4,62.8,7.24,6.57,improving,3,62.9,67.3,72,65.1,,47.1,Not Eligible,1,0.869
STU-6740,25ME540,Mechanical,2,73.3,7.16,7.55,declining,0,77.9,72.1,38,53.8,,76.4,Not Eligible,0,0.177
STU-8269,24CI269,Civil,4,72.8,7.69,7.61,stable,0,74.4,79.8,80,98.0,,74.5,Not Eligible,0,0.163
STU-2673,22IT973,IT,7,80.9,7.04,7.0,stable,0,66.8,76.0,145,40.0,Completed,78.2,Placed,0,0.076
STU-7106,24ME906,Mechanical,4,76.4,7.79,7.55,improving,0,78.5,82.8,82,32.7,,89.4,Not Eligible,0,0.17
STU-2720,22IT120,IT,7,88.9,8.98,8.81,improving,0,76.8,75.0,148,84.6,Completed,95.4,Placed,0,0.05
STU-2799,23IT199,IT,5,97.0,7.46,7.35,stable,0,79.9,90.3,105,82.8,,84.2,Eligible,0,0.05
STU-0168,25CS268,CSE,2,90.9,7.57,7.41,improving,0,76.0,86.1,40,66.5,,86.7,Not Eligible,0,0.089
STU-8124,25CI124,Civil,2,72.2,6.54,6.51,stable,0,66.2,66.2,38,45.8,,86.3,Not Eligible,0,0.107
STU-2344,22IT644,IT,7,83.2,8.44,8.2,improving,0,86.2,79.2,147,59.6,Ongoing,81.7,Placed,0,0.174
STU-5016,23EC616,ECE,5,77.4,6.9,7.48,declining,0,72.4,66.3,107,21.5,,86.3,Eligible,0,0.412
STU-0337,22CS437,CSE,7,93.4,9.13,9.12,stable,0,92.8,94.3,148,57.9,,98.0,Placed,0,0.086
STU-1589,24CS789,CSE,4,91.5,7.97,7.96,stable,0,72.4,93.0,82,73.5,Ongoing,90.1,Not Eligible,0,0.079
STU-0277,22CS377,CSE,7,72.0,7.72,7.85,stable,0,86.1,68.7,148,42.8,Ongoing,67.9,In Process,0,0.166
STU-5312,22EE912,EEE,7,92.4,6.9,6.99,stable,0,69.8,93.9,143,80.7,Completed,65.4,In Process,0,0.138
STU-6834,22ME634,Mechanical,8,78.5,8.32,8.4,stable,0,87.0,79.0,168,80.2,Completed,98.0,Not Eligible,0,0.069
STU-3636,24EC136,ECE,4,72.8,7.29,7.5,declining,0,72.0,63.5,84,79.5,,52.6,Not Eligible,0,0.101
STU-0520,25CS620,CSE,2,92.8,9.9,10.0,stable,0,95.0,91.9,42,62.8,,79.0,Not Eligible,0,0.072
STU-7512,25ME412,Mechanical,2,81.4,6.11,6.37,declining,0,57.6,76.3,38,68.9,,76.5,Not Eligible,0,0.22
STU-8189,24CI189,Civil,4,76.0,7.22,7.33,stable,0,66.9,90.8,80,62.7,,86.3,Not Eligible,0,0.045
STU-6738,23ME538,Mechanical,6,79.4,6.5,6.68,declining,0,65.1,78.2,127,34.7,,77.3,Eligible,0,0.215
STU-0487,25CS587,CSE,1,94.1,8.27,7.77,improving,0,83.2,87.8,18,85.9,Ongoing,65.6,Not Eligible,0,0.076
STU-6639,25ME439,Mechanical,1,74.2,7.64,7.07,improving,0,76.0,79.9,23,57.5,,92.6,Not Eligible,0,0.086
STU-2972,22IT372,IT,8,87.9,9.01,8.77,improving,0,91.5,83.6,164,70.2,Completed,79.6,Placed,0,0.174
STU-7817,25CI717,Civil,1,78.8,7.14,7.24,stable,0,75.7,68.6,22,59.5,,63.0,Not Eligible,0,0.104
STU-6501,25ME301,Mechanical,1,85.6,7.58,7.72,stable,0,81.1,88.2,18,97.6,,76.0,Not Eligible,0,0.073
STU-1261,24CS461,CSE,3,90.4,7.97,7.77,improving,0,79.8,92.3,59,39.8,,74.1,Not Eligible,0,0.164
STU-1199,23CS399,CSE,6,79.2,9.16,9.25,stable,0,93.4,76.9,122,53.0,Ongoing,98.0,Eligible,0,0.087
STU-0942,23CS142,CSE,5,84.9,8.3,8.52,declining,0,85.6,77.7,103,64.8,Completed,59.3,Eligible,0,0.168
STU-4852,22EC452,ECE,8,71.0,7.65,7.68,stable,0,68.1,62.1,164,24.5,,63.4,Not Eligible,0,0.206
STU-8209,22CI209,Civil,7,85.7,7.23,6.84,improving,0,81.2,73.5,147,63.2,,69.6,Placed,0,0.099
STU-3621,25EC121,ECE,2,73.5,6.99,6.81,improving,0,75.9,78.0,38,72.5,,51.6,Not Eligible,0,0.093
STU-5190,22EC790,ECE,8,74.7,7.95,8.68,declining,0,78.6,76.1,170,28.6,Completed,87.9,Placed,0,0.336
STU-0480,23CS580,CSE,5,83.8,7.63,7.83,declining,0,80.8,89.7,106,67.8,,80.9,Eligible,0,0.098
STU-7767,23CI667,Civil,5,80.8,6.93,7.01,stable,0,66.6,84.3,107,84.9,,68.0,Eligible,0,0.127
STU-5482,23EE182,EEE,5,84.9,7.58,6.67,improving,0,82.1,86.7,107,61.5,Completed,89.9,Eligible,0,0.066
STU-2252,25IT552,IT,1,72.3,8.46,8.14,improving,0,83.0,66.0,22,71.5,,77.1,Not Eligible,0,0.059
STU-6513,22ME313,Mechanical,7,68.6,7.56,7.74,declining,0,75.1,67.0,147,51.4,,60.2,Not Eligible,0,0.212
STU-3769,23EC269,ECE,6,89.6,8.27,8.35,stable,0,88.7,93.1,126,38.9,,83.2,Eligible,0,0.097
STU-5561,23EE261,EEE,5,84.6,6.27,6.13,stable,1,58.0,73.5,99,78.4,,68.2,In Process,0,0.299
STU-6704,23ME504,Mechanical,6,77.9,7.63,7.77,stable,1,86.5,84.2,118,5.0,,66.6,In Process,0,0.396
STU-6900,24ME700,Mechanical,4,76.1,5.69,5.44,improving,1,60.6,79.1,78,62.6,Ongoing,38.7,Not Eligible,0,0.42
STU-5327,24EE927,EEE,4,77.4,7.15,7.01,stable,0,69.1,74.6,84,23.7,,79.7,Not Eligible,0,0.111
STU-8370,25CI370,Civil,2,82.6,8.38,8.29,stable,0,80.7,85.5,43,57.3,,74.4,Not Eligible,0,0.08
STU-0189,23CS289,CSE,5,86.6,8.26,7.68,improving,0,72.8,76.1,105,58.7,Completed,89.5,Eligible,0,0.059
STU-4705,24EC305,ECE,3,97.4,8.8,8.6,improving,1,89.0,100.0,60,73.0,,97.7,Not Eligible,0,0.127
STU-6975,23ME775,Mechanical,6,69.1,7.68,7.76,stable,0,74.6,71.7,128,98.0,,81.7,Eligible,0,0.182
STU-1626,23CS826,CSE,6,74.8,8.15,8.5,declining,0,89.8,81.3,124,44.1,Completed,87.3,Eligible,0,0.16
STU-6570,23ME370,Mechanical,6,87.9,6.97,6.57,improving,0,69.6,80.8,126,63.4,Completed,79.3,Eligible,0,0.037
STU-0860,25CS960,CSE,1,99.0,8.4,7.87,improving,0,89.2,89.9,19,53.6,,70.3,Not Eligible,0,0.101
STU-6637,25ME437,Mechanical,2,80.5,8.62,8.63,stable,0,81.6,65.0,42,52.5,,95.2,Not Eligible,0,0.092
STU-6099,22EE799,EEE,7,76.9,7.64,7.91,declining,0,79.8,80.0,147,39.1,Completed,97.8,Placed,0,0.101
STU-1633,23CS833,CSE,6,78.3,7.59,7.13,improving,1,65.9,81.4,120,89.3,Completed,70.4,In Process,0,0.199
STU-7970,22CI870,Civil,7,73.0,6.42,6.55,stable,2,65.2,73.6,141,66.8,Completed,45.6,In Process,1,0.619
STU-7596,22CI496,Civil,7,65.9,8.67,8.61,stable,0,79.9,75.2,149,71.0,Completed,93.2,Placed,0,0.208
STU-1666,22CS866,CSE,7,90.0,7.35,7.49,stable,0,68.6,82.8,149,88.0,Completed,49.5,Placed,0,0.163
STU-1351,22CS551,CSE,7,83.6,8.53,8.12,improving,0,84.1,84.3,149,54.5,Completed,80.1,Placed,0,0.088
STU-6502,23ME302,Mechanical,5,84.6,6.84,6.36,improving,0,71.4,78.3,107,65.3,Completed,77.9,Eligible,0,0.048
STU-4629,23EC229,ECE,6,87.7,8.52,8.69,declining,0,91.4,83.9,124,42.9,Ongoing,88.3,Eligible,0,0.132
STU-3861,24EC361,ECE,4,86.2,8.29,8.63,declining,0,86.2,93.2,80,57.8,,75.1,Not Eligible,0,0.134
STU-5218,22EE818,EEE,7,67.6,7.96,7.41,improving,0,73.0,55.3,143,64.3,Completed,91.0,Placed,0,0.215
STU-2892,22IT292,IT,7,88.5,7.98,7.57,improving,0,75.5,90.2,143,82.2,Completed,71.3,Placed,0,0.166
STU-5733,22EE433,EEE,7,94.8,9.35,9.59,declining,0,93.3,82.2,147,46.3,Completed,96.3,Placed,0,0.088
STU-6041,23EE741,EEE,6,85.6,8.36,8.54,declining,0,87.0,85.0,122,39.7,,69.3,Eligible,0,0.288
STU-2104,23CS404,CSE,6,93.6,8.1,7.27,improving,0,80.6,82.8,128,35.1,Ongoing,92.4,Eligible,0,0.089
STU-0069,25CS169,CSE,1,81.6,7.32,7.36,stable,0,74.5,78.0,19,68.2,,85.5,Not Eligible,0,0.068
STU-4885,25EC485,ECE,2,80.6,6.93,6.65,improving,0,73.9,78.5,42,63.6,,81.0,Not Eligible,0,0.076
STU-2985,25IT385,IT,1,84.3,8.06,7.48,improving,0,78.2,81.0,22,65.8,,81.0,Not Eligible,0,0.128
STU-7006,22ME806,Mechanical,7,70.0,6.94,7.12,declining,0,67.2,74.9,148,41.2,,74.0,In Process,0,0.15
STU-6858,25ME658,Mechanical,2,78.7,8.07,7.75,improving,0,84.1,78.1,42,79.0,,91.0,Not Eligible,0,0.085
STU-0604,25CS704,CSE,1,92.3,8.29,8.61,declining,0,88.7,96.3,21,65.9,,74.6,Not Eligible,0,0.141
STU-8026,23CI926,Civil,6,78.6,6.44,7.06,declining,0,62.8,73.5,128,59.6,Completed,73.9,In Process,0,0.443
STU-3113,22IT513,IT,7,98.7,7.99,7.59,improving,0,77.7,89.8,145,26.0,Ongoing,62.0,Placed,0,0.079
STU-2329,23IT629,IT,6,76.9,8.97,8.73,improving,0,92.1,73.9,124,45.3,Ongoing,98.0,Eligible,0,0.069
STU-5991,25EE691,EEE,2,89.3,7.28,7.18,stable,0,71.5,92.5,44,75.6,,82.6,Not Eligible,0,0.099
STU-3911,24EC411,ECE,4,82.6,7.65,7.63,stable,3,75.6,67.5,68,77.6,,75.3,Not Eligible,0,0.338
STU-0594,24CS694,CSE,3,89.4,8.9,9.14,declining,0,82.9,92.2,63,80.3,Ongoing,89.3,Not Eligible,0,0.193
STU-2623,23IT923,IT,6,81.2,7.86,8.09,declining,4,86.1,79.7,106,27.7,Completed,76.5,In Process,1,0.831
STU-3157,23IT557,IT,5,80.8,8.85,8.99,stable,0,85.8,83.7,107,84.0,Completed,89.0,Eligible,0,0.11
STU-2473,22IT773,IT,7,79.0,8.95,8.39,improving,0,94.2,79.4,145,70.6,Completed,88.2,Placed,0,0.047
STU-4402,24EC902,ECE,4,85.5,6.14,5.76,improving,0,69.8,82.7,82,88.8,,70.8,Not Eligible,0,0.126
STU-4799,25EC399,ECE,1,77.9,7.04,7.27,declining,0,67.3,72.4,18,48.6,,65.2,Not Eligible,0,0.122
STU-8053,24CI953,Civil,4,69.0,7.11,7.19,stable,0,83.7,61.8,85,57.9,,53.8,Not Eligible,0,0.2
STU-1413,24CS613,CSE,3,76.2,8.31,8.59,declining,0,88.8,67.6,59,51.3,,88.9,Not Eligible,0,0.119
STU-5628,22EE328,EEE,7,68.6,6.12,5.99,stable,0,70.6,61.1,145,79.5,,47.1,Placed,0,0.119
STU-0610,23CS710,CSE,6,91.5,9.13,9.22,stable,3,93.0,99.6,110,62.2,Completed,75.0,In Process,0,0.461
STU-7572,24CI472,Civil,3,79.6,6.96,7.4,declining,0,66.4,76.3,63,57.4,,58.7,Not Eligible,0,0.189
STU-4619,23EC219,ECE,6,59.7,6.21,5.82,improving,1,57.5,65.4,118,81.8,Completed,55.2,In Process,1,0.829
STU-4869,22EC469,ECE,7,89.7,8.28,8.05,improving,0,86.3,88.0,148,53.1,Completed,71.3,Placed,0,0.038
STU-7286,22ME186,Mechanical,8,78.8,9.52,9.53,stable,0,92.7,75.6,169,40.9,Completed,76.4,Placed,0,0.066
STU-0764,23CS864,CSE,6,90.0,6.99,7.24,declining,0,74.7,73.2,128,70.7,Completed,68.6,Eligible,0,0.163
STU-2149,22IT449,IT,8,97.0,8.73,8.33,improving,0,83.7,91.4,164,81.0,Ongoing,98.0,Placed,0,0.078
STU-1278,22CS478,CSE,8,71.8,8.93,9.03,stable,0,91.0,76.7,164,68.9,Completed,84.0,Placed,0,0.128
STU-7386,22ME286,Mechanical,8,87.9,6.99,6.95,stable,0,72.1,77.8,166,48.6,,73.9,Placed,0,0.095
STU-6408,23ME208,Mechanical,5,79.4,9.16,8.99,improving,0,99.0,91.3,103,36.7,Completed,91.1,Eligible,0,0.097
STU-1345,23CS545,CSE,6,79.9,6.5,6.73,declining,0,66.6,74.2,126,52.7,,59.3,Eligible,0,0.195
STU-5544,22EE244,EEE,7,83.5,8.42,8.21,improving,0,90.3,81.4,145,64.1,Ongoing,82.2,Placed,0,0.042
STU-0282,24CS382,CSE,3,68.1,8.52,8.9,declining,0,76.0,73.2,64,64.7,,81.1,Not Eligible,0,0.295
STU-2295,24IT595,IT,3,84.3,7.81,7.23,improving,0,84.6,74.3,59,25.4,Ongoing,75.6,Not Eligible,0,0.109
STU-3820,25EC320,ECE,1,82.9,7.18,6.7,improving,0,73.1,86.9,23,63.0,,74.0,Not Eligible,0,0.086
STU-8050,22CI950,Civil,7,76.7,8.48,8.26,improving,0,80.6,86.7,148,89.6,Ongoing,80.2,Placed,0,0.078
STU-1315,24CS515,CSE,4,80.7,6.49,6.34,improving,0,65.5,75.9,80,84.2,Ongoing,50.2,Not Eligible,0,0.105
STU-2778,22IT178,IT,7,82.7,8.26,8.22,stable,0,88.5,72.4,147,85.4,Completed,87.6,Placed,0,0.081
STU-8399,25CI399,Civil,1,78.8,8.19,7.85,improving,0,82.8,74.0,22,47.8,,69.3,Not Eligible,0,0.16
STU-3726,22EC226,ECE,7,75.0,7.54,6.95,improving,0,74.6,76.7,148,65.8,Completed,68.3,Placed,0,0.126
STU-4150,23EC650,ECE,6,82.8,8.76,8.74,stable,0,89.6,82.7,122,86.1,,92.0,Eligible,0,0.071
STU-3856,24EC356,ECE,4,77.4,7.89,7.22,improving,0,83.1,73.2,84,98.0,,80.6,Not Eligible,0,0.056
STU-3792,22EC292,ECE,7,75.6,7.07,6.61,improving,0,65.0,80.1,143,85.8,,62.7,In Process,0,0.083
STU-1267,24CS467,CSE,4,81.9,7.95,7.63,improving,0,73.3,70.1,80,64.5,,82.5,Not Eligible,0,0.069
STU-6044,25EE744,EEE,2,68.7,7.51,7.77,declining,0,73.2,74.2,42,97.3,,69.8,Not Eligible,0,0.23
STU-8075,23CI975,Civil,6,92.3,7.19,6.87,improving,0,80.1,84.9,122,93.3,Completed,77.0,Eligible,0,0.05
STU-7877,24CI777,Civil,4,76.7,7.38,7.5,stable,0,66.5,74.5,80,98.0,,65.4,Not Eligible,0,0.108
STU-0638,25CS738,CSE,2,80.0,7.43,7.56,stable,0,72.2,84.3,44,26.9,,61.6,Not Eligible,0,0.128
STU-4715,25EC315,ECE,1,86.8,8.66,8.72,stable,0,81.8,81.4,19,56.8,,91.9,Not Eligible,0,0.115
STU-7410,22ME310,Mechanical,8,71.0,7.41,7.97,declining,0,77.1,71.2,170,79.1,Completed,76.2,In Process,0,0.334
STU-2277,24IT577,IT,3,73.0,7.22,7.21,stable,0,69.2,70.8,63,68.7,,82.4,Not Eligible,0,0.055
STU-6287,22EE987,EEE,8,70.1,9.21,8.3,improving,0,89.8,70.1,168,75.0,Completed,98.0,Placed,0,0.118
STU-7266,22ME166,Mechanical,8,77.0,8.64,8.89,declining,0,83.0,75.7,164,98.0,Ongoing,84.6,Placed,0,0.092
STU-7118,23ME918,Mechanical,6,74.5,5.16,4.91,improving,2,59.2,81.3,114,66.0,,70.1,In Process,1,0.845
STU-0401,25CS501,CSE,1,93.6,7.72,7.43,improving,0,85.1,80.7,18,42.4,,62.7,Not Eligible,0,0.07
STU-3997,22EC497,ECE,7,89.7,7.67,7.59,stable,0,77.2,95.7,145,73.9,Completed,77.2,Placed,0,0.058
STU-3918,22EC418,ECE,7,79.8,7.47,7.43,stable,0,70.4,77.6,147,67.6,,59.9,In Process,0,0.102
STU-5929,23EE629,EEE,5,64.5,8.53,8.5,stable,0,82.9,70.8,105,75.3,Completed,76.1,Eligible,0,0.424
STU-8148,24CI148,Civil,4,73.4,6.63,6.41,improving,0,60.3,70.6,85,49.6,,47.1,Not Eligible,0,0.127
STU-5127,22EC727,ECE,8,69.1,7.57,7.28,improving,0,75.5,72.3,170,62.8,,72.1,Placed,0,0.097
STU-0507,22CS607,CSE,8,76.6,8.54,8.99,declining,0,82.8,70.7,168,46.5,Completed,98.0,Placed,0,0.167
STU-3328,23IT728,IT,5,73.2,9.03,9.3,declining,0,85.0,81.5,103,57.3,Ongoing,96.9,Eligible,0,0.116
STU-4464,23EC964,ECE,6,87.1,7.94,8.31,declining,0,72.2,81.0,128,50.1,Completed,83.2,Eligible,0,0.094
STU-7744,25CI644,Civil,2,78.4,7.31,7.37,stable,0,70.9,73.9,38,56.3,,64.2,Not Eligible,0,0.08
STU-3629,22EC129,ECE,8,90.5,6.7,6.71,stable,0,64.5,100.0,166,98.0,,70.8,In Process,0,0.085
STU-5246,23EE846,EEE,5,78.4,7.21,7.28,stable,0,76.7,85.3,107,39.8,,65.3,Eligible,0,0.154
STU-7127,23ME927,Mechanical,6,88.5,8.61,9.01,declining,0,97.5,79.7,124,65.3,,72.0,Eligible,0,0.169
STU-4722,22EC322,ECE,7,97.2,8.89,8.97,stable,0,89.9,99.7,145,55.0,Completed,76.7,Placed,0,0.087
STU-6717,23ME517,Mechanical,5,66.5,7.95,7.84,stable,0,73.0,62.3,105,57.8,Ongoing,82.9,Eligible,0,0.298
STU-1860,23CS160,CSE,6,78.0,8.52,8.07,improving,0,84.1,79.6,124,71.7,Completed,81.2,Eligible,0,0.159
STU-3967,25EC467,ECE,1,76.3,6.9,8.06,declining,0,66.9,73.6,22,46.6,,75.4,Not Eligible,0,0.176
STU-1242,22CS442,CSE,7,79.0,9.59,9.88,declining,0,99.0,77.4,148,44.8,,98.0,Placed,0,0.155
STU-3224,25IT624,IT,2,99.0,7.48,7.55,stable,0,70.5,97.1,44,31.6,,91.2,Not Eligible,0,0.155
STU-0287,24CS387,CSE,4,98.4,8.35,8.34,stable,0,85.0,96.0,84,34.5,,67.2,Not Eligible,0,0.126
STU-5208,24EE808,EEE,4,82.9,6.26,6.19,stable,0,63.1,75.1,80,67.0,,66.0,Not Eligible,0,0.14
STU-1785,23CS985,CSE,6,99.0,8.24,8.26,stable,0,79.6,95.0,122,62.4,Completed,76.7,Eligible,0,0.077
STU-1053,22CS253,CSE,8,80.0,7.82,7.79,stable,0,67.5,85.7,168,83.8,,73.6,Placed,0,0.059
